		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	2	1	0	15	12	13	13	15	13	12	13	4	13	10	6	10	12	11	94	96	94	1	80	86	66	46	47	115	73	113	107	66	22	100	65	113	100	100	113	113	17	15	15	13	4
faprotax_trait	taxa	psaA	psaB	psaC	psaD	psaE	psaF	psaI	psaJ	psaK	psaL	psaM	psaX	psbA	psbB	psbC	psbD	psbE	psbF	psbH	psbI	psbJ	psbK	psbL	psbM	psbO	psbP	psbT	psbY	psbZ	psb27	psb28	psbU	psbV	psbX	psb28-2	petA	petB	petC	petD	petG	petL	petM	petN	petE	petF	petH	petJ	pscA	pscB	pscC	pscD	fmoA	csmA	csmB	csmC	csmD	csmE	csmF	csmH	csmI	csmJ	csmX	pufL	pufM	puhA	pufX	pufC	pufA	pufB	pucA	pucB	bchG	bchH	bchM	bchE	chlE	bciB	bchJ	por	chlL	bchX	bchF	bchC	bchP	bciC	bchV	bchU	bchK	bciD
aerobic_anoxygenic_phototrophy	Rubrivivax gelatinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Rhodobacter capsulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Rhodovulum sulfidophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Acidiphilium angustum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Acidiphilium cryptum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Acidiphilium multivorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Dinoroseobacter shibae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0
aerobic_anoxygenic_phototrophy	Methylobacterium extorquens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0
